Spring 2021-2022(202220),21596,GEOL,205,1,Earth Resources & Energy,3,3,AS,25,0,1400,1450,POST,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Raghida,Oueida,,,
Spring 2021-2022(202220),21597,GEOL,205,2,Earth Resources & Energy,3,3,AS,23,2,1400,1515,POST,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Raghida,Oueida,,,
Spring 2021-2022(202220),21598,GEOL,211,1,Crystallogra.& Phys.Mineralogy,3,3,AS,5,7,1100,1250,POST,210,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Spring 2021-2022(202220),21599,GEOL,213,1,Structural Geology,3,3,AS,8,4,0800,0950,POST,210,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Spring 2021-2022(202220),21600,GEOL,214,1,Stratigraphy,3,3,AS,5,7,0900,1050,POST,210,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,,
Spring 2021-2022(202220),21601,GEOL,219,1,Geologic Field Methods,3,3,AS,3,9,1300,1450,POST,210,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Spring 2021-2022(202220),21602,GEOL,227,1,Alternate Energy & Climate,3,3,AS,13,12,1100,1215,POST,210,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Spring 2021-2022(202220),21603,GEOL,399,1,M.S Thesis,9,7.28,AS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,,
Spring 2021-2022(202220),21604,GEOL,399A,1,M.S.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,,
Spring 2021-2022(202220),21605,GEOL,399A,2,M.S.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Spring 2021-2022(202220),21606,GERM,201,1,Elementary German I,3,3,AS,23,0,1400,1450,NICELY,318,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland,,,
Spring 2021-2022(202220),21607,GERM,201,2,Elementary German I,3,3,AS,23,0,1300,1350,NICELY,209,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland,,,
Spring 2021-2022(202220),21608,GERM,202,1,Elementary German II,3,3,AS,13,10,1500,1550,NICELY,324,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland,,,
Spring 2021-2022(202220),22895,GRDS,010,1,Digital Illustration,3,3,EA,19,1,1300,1550,.,.,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),22896,GRDS,050,1,Arabic Type Design,3,3,EA,0,20,0930,1050,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21609,GRDS,101,1,Graphic Design I,6,6,EA,23,7,1400,1800,.,.,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21610,GRDS,141,1,Computer Graphics I,3,3,EA,25,3,1600,1900,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Raffi,Boyadjian,,,
Spring 2021-2022(202220),21611,GRDS,141,2,Computer Graphics I,3,3,EA,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21612,GRDS,151,1,Typography I,3,3,EA,25,5,1000,1150,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21613,GRDS,203,1,Graphic Design III,6,6,EA,12,3,1400,1800,.,.,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21614,GRDS,224,1,History of Graphic Design,3,3,EA,12,3,1100,1220,IOEC,217,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21615,GRDS,242,1,Motion Graphics,3,3,EA,10,5,1000,1220,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21616,GRDS,242,2,Motion Graphics,3,3,EA,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21617,GRDS,305,1,Graphic Design V,6,6,EA,12,13,1400,1800,.,.,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21618,GRDS,332,1,Design Research Methods,3,3,EA,16,9,0900,1150,MAMC,207,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21619,GRDS,344,1,Interaction Design II,3,3,EA,18,7,0930,1220,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Blended Course,
Spring 2021-2022(202220),21620,GRDS,344,2,Interaction Design II,3,3,EA,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Blended Course,
Spring 2021-2022(202220),21621,GRDS,407,1,Final Proj.Design &Research II,6,6,EA,22,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
