Fall 2021-2022(202210),10661,CHEM,209,BL,Introductory Organic Lab,2,2,AS,27,13,1200,1250,PHYS,219,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hana,Deeb,10657, or 10658, or 10659, or 10660,,
Fall 2021-2022(202210),10662,CHEM,210,B1,Organic Laborat. for Non-Major,0,0,AS,10,0,1300,1659,CHEM,307,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elissa,Shehayeb,10668,,
Fall 2021-2022(202210),10663,CHEM,210,B2,Organic Laborat. for Non-Major,0,0,AS,9,1,1300,1659,CHEM,309,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lynn Samira,Yamout,10668,,
Fall 2021-2022(202210),10664,CHEM,210,B3,Organic Laborat. for Non-Major,0,0,AS,8,2,1300,1659,CHEM,307,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Riham,El Kurdi,10668,,
Fall 2021-2022(202210),10665,CHEM,210,B4,Organic Laborat. for Non-Major,0,0,AS,9,1,1300,1659,CHEM,313,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Fatat,El Dhaibi,10668,,
Fall 2021-2022(202210),10666,CHEM,210,B5,Organic Laborat. for Non-Major,0,0,AS,7,3,1300,1659,CHEM,309,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Lynn Samira,Yamout,10668,,
Fall 2021-2022(202210),10667,CHEM,210,B6,Organic Laborat. for Non-Major,0,0,AS,10,0,1300,1659,CHEM,313,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fatat,El Dhaibi,10668,,
Fall 2021-2022(202210),13286,CHEM,210,B7,Organic Laborat. for Non-Major,0,0,AS,6,2,1300,1659,CHEM,307,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elissa,Shehayeb,10668,,
Fall 2021-2022(202210),13287,CHEM,210,B8,Organic Laborat. for Non-Major,0,0,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,10668,,
Fall 2021-2022(202210),10668,CHEM,210,BL,Organic Laborat. for Non-Major,2,2,AS,59,17,1200,1250,CHSC,AUDITORIUM,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Randa,Abi Rafi',10662, or 10663, or 10664, or 10665, or 10666, or 10667, or 13286, or 13287</TD>                                                                            ,
Fall 2021-2022(202210),10669,CHEM,211,L1,Organic Chemistry I,3,3,AS,19,31,0930,1045,PHYS,219,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bilal,Kaafarani,,,
Fall 2021-2022(202210),10670,CHEM,211,L2,Organic Chemistry I,3,3,AS,24,26,1100,1215,PHYS,219,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bilal,Kaafarani,,,
Fall 2021-2022(202210),10671,CHEM,212,L1,Organic Chemistry II,3,3,AS,50,0,0930,1045,CHEM,001,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tarek,Ghaddar,,,
Fall 2021-2022(202210),10672,CHEM,212,L2,Organic Chemistry II,3,3,AS,7,43,0900,0950,CHEM,101,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Kamal,Bouhadir,,,
Fall 2021-2022(202210),10673,CHEM,212,L3,Organic Chemistry II,3,3,AS,38,12,1100,1150,CHEM,001,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Kamal,Bouhadir,,,
Fall 2021-2022(202210),10674,CHEM,212,L4,Organic Chemistry II,3,3,AS,54,-4,1100,1215,CHEM,101,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tarek,Ghaddar,,,
Fall 2021-2022(202210),10675,CHEM,215,1,Analytical Chemistry,3,3,AS,23,12,1230,1345,PHYS,215,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Antoine,Ghauch,,,
Fall 2021-2022(202210),10676,CHEM,216,B1,Analytical Chem Laboratory,0,0,AS,7,1,1300,1659,CHEM,211,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Zahraa,Abou Khalil,10678,,
Fall 2021-2022(202210),10677,CHEM,216,B2,Analytical Chem Laboratory,0,0,AS,7,1,1300,1659,CHEM,211,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Zahraa,Abou Khalil,10678,,
Fall 2021-2022(202210),10678,CHEM,216,BL,Analytical Chem Laboratory,2,2,AS,14,2,1400,1450,CHEM,101,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Antoine,Ghauch,10676, or 10677,,
Fall 2021-2022(202210),10679,CHEM,217,1,Thermodynamic & Chem. Dynamics,3,3,AS,47,-12,0930,1045,CHEM,101,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rabih,Sultan,,,
Fall 2021-2022(202210),10680,CHEM,225,B1,Organic Struct.Determination,0,0,AS,13,-3,1400,1659,CHEM,303,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hana,Deeb,10683,,
Fall 2021-2022(202210),10681,CHEM,225,B2,Organic Struct.Determination,0,0,AS,8,2,1300,1559,CHEM,303,.,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Hana,Deeb,10683,,
Fall 2021-2022(202210),10682,CHEM,225,B3,Organic Struct.Determination,0,0,AS,11,-1,0930,1229,CHEM,303,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hana,Deeb,10683,,
