Spring 2021-2022(202220),21733,INDE,410,6,Engineering Ethics,3,3,EA,45,0,0900,0950,BECHTA,204,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21734,INDE,412,1,Engineering Entrepreneurship,3,3,EA,45,0,1731,1859,BECHTA,204,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21735,INDE,430,1,Statistical Quality Control,3,3,EA,44,6,1601,1729,BECHTA,211,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nadine Marie,Moacdieh,,,
Spring 2021-2022(202220),21736,INDE,431,1,Product.Planning &Invent.Contr,3,3,EA,39,11,1231,1359,BECHTA,204,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Moueen,Salameh,,,
Spring 2021-2022(202220),21737,INDE,502,1,Final Year Project II,3,3,EA,21,34,1301,1359,BECHTA,211,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hussein,Tarhini,,,
Spring 2021-2022(202220),21738,INDE,534,1,Manufacturing Systems Analysis,3,3,EA,23,22,1401,1529,BECHTA,202,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21739,INDE,535,1,Data Analyt.for O.R.&Finan.Eng,3,3,EA,23,22,1100,1215,SRB,413,.,T,.,R,.,.,.,1731,2000,BECHTA,204,.,.,.,R,.,.,.,Maysaa,Jaafar,,,
Spring 2021-2022(202220),21740,INFO,200,1,Foundations of Informat.Syst.,3,3,SB,7,21,0800,0915,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Zoughaib,,,
Spring 2021-2022(202220),21741,INFO,200,2,Foundations of Informat.Syst.,3,3,SB,27,1,0930,1045,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Zoughaib,,,
Spring 2021-2022(202220),21742,INFO,200,3,Foundations of Informat.Syst.,3,3,SB,28,0,1100,1215,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Randa,Salamoun,,,
Spring 2021-2022(202220),21743,INFO,200,4,Foundations of Informat.Syst.,3,3,SB,28,0,1400,1515,OSB,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Semaan Nasr,,,
Spring 2021-2022(202220),21744,INFO,200,5,Foundations of Informat.Syst.,3,3,SB,14,14,1530,1645,OSB,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Semaan Nasr,,,
Spring 2021-2022(202220),21745,INFO,225,1,Enterprise Syst.Design &Implem,3,3,SB,32,0,1530,1645,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fouad,Zablith,,,
Spring 2021-2022(202220),21746,INFO,235,1,Introduct. to AI for Business,3,3,SB,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),22863,INFO,250G,1,Governmental Analytics,3,3,SB,22,13,1530,1645,OSB,334,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Wissam,Sammouri,,,
Spring 2021-2022(202220),21747,IPEC,300,1,Inter-Profess.Edu.&Collab.I,1,1,MH,0,45,1200,1359,VANDYK,203,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hala,Ghattas,,,
Spring 2021-2022(202220),20012,IPEC,300,2,Inter-Profess.Edu.&Collab.I,1,1,MH,0,65,1200,1350,.,.,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nour,Alayan,,,
Spring 2021-2022(202220),21748,ISLM,301,1,Sources and Methods,3,3,AS,1,4,1700,1930,COLL,406,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bilal,Orfali,,,
Spring 2021-2022(202220),21749,ISLM,395A,1,Islamic Stud. Compr.Exam,0,0,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,,,
Spring 2021-2022(202220),21750,ISLM,396J,1,Sp.Tp: Psychology & Religion,3,3,AS,1,11,1530,1645,NICELY,415,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghena,Ismail,,,
Spring 2021-2022(202220),21751,ISLM,396K,1,ST. Pol.Classical Islam,3,3,AS,1,11,1400,1630,NICELY,206,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Emma,Gannage,,,
Spring 2021-2022(202220),21752,ISLM,399A,1,MA in Islamic Studies Thesis,6,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,,,
